,T,TM,Tm,SLP,H,PP,VV,V,VM,PM2.5
453,17.549999999999997,20.549999999999997,15.25,1013.7,68.0,0.0,16.0,8.4,18.5,12.166666666666664
454,17.15,21.65,13.95,1014.85,77.5,0.0,9.75,7.1,17.65,17.23157894736842
455,19.05,22.75,16.95,1012.75,75.0,0.0,16.0,7.300000000000001,19.4,8.642105263157895
456,19.45,23.049999999999997,16.85,1012.25,77.5,0.0,14.05,7.6,17.65,17.3
457,19.8,23.6,17.2,1013.9000000000001,78.0,0.0,13.8,5.7,15.0,19.01
458,22.55,31.95,17.8,1009.75,59.5,0.0,15.45,4.75,15.850000000000001,19.34444444444445
459,14.9,20.0,10.55,1014.1500000000001,72.5,0.0,16.1,5.0,14.899999999999999,12.388235294117647
460,11.8,16.4,7.5,1020.3,66.0,2.16,16.1,5.25,19.45,15.55
461,18.3,27.6,10.8,1019.4,37.0,0.0,16.1,3.0500000000000003,14.100000000000001,9.868421052631579
462,14.45,17.9,11.0,1022.4000000000001,74.5,0.38,13.35,6.199999999999999,16.75,13.4
463,16.55,22.5,12.2,1018.0999999999999,72.5,0.0,14.350000000000001,6.0,18.5,11.633333333333331
464,20.9,27.75,12.8,1018.0999999999999,23.0,0.0,16.0,6.8500000000000005,25.0,15.047058823529412
465,15.5,18.85,12.4,1014.9,62.5,0.0,15.2,13.299999999999999,27.7,5.2666666666666675
466,17.35,23.05,14.15,1012.65,79.0,0.0,8.95,6.0,15.8,18.83333333333333
467,19.75,23.6,16.85,1011.75,67.0,0.0,16.1,8.25,19.45,11.500000000000002
468,19.9,25.0,17.1,1011.0,77.0,0.0,10.8,5.3,15.649999999999999,19.662499999999998
469,19.299999999999997,23.6,16.7,1011.95,76.5,0.0,11.5,5.949999999999999,15.850000000000001,20.19375
470,18.55,25.0,16.85,1012.75,79.0,0.0,9.350000000000001,6.25,18.5,19.733333333333334
471,15.950000000000001,18.6,13.35,1016.4,68.5,0.0,15.4,6.2,15.8,19.82
472,11.149999999999999,15.6,6.65,1022.5,75.5,0.0,14.25,4.05,10.100000000000001,23.277777777777782
473,16.25,25.299999999999997,12.25,1012.7,71.0,0.0,11.75,3.35,12.95,26.0375
474,11.899999999999999,16.1,8.35,1011.05,71.0,9.525,14.8,11.95,28.6,4.74
475,13.7,16.95,10.25,1018.95,67.0,1.775,15.55,9.45,20.55,6.2176470588235295
476,16.5,20.25,13.850000000000001,1014.7,73.0,0.0,15.75,6.35,17.65,12.9375
477,16.0,19.75,12.6,1011.7,67.0,0.38,15.950000000000001,10.55,26.75,10.999999999999998
478,17.1,20.85,15.6,1011.0,75.0,0.0,15.950000000000001,7.2,18.6,13.52222222222222
479,21.75,27.2,17.2,1011.95,64.5,0.0,16.1,6.35,17.65,11.674999999999997
480,20.049999999999997,23.9,17.25,1011.25,75.0,0.0,13.8,6.1,16.65,17.947368421052634
481,18.4,22.200000000000003,15.6,1015.15,83.5,0.0,9.45,8.200000000000001,18.5,19.49
482,16.4,19.450000000000003,15.3,1013.3,85.5,0.0,5.55,5.85,15.850000000000001,31.966666666666672
483,14.399999999999999,16.65,12.8,1013.0,75.0,0.0,15.4,5.65,14.100000000000001,11.629999999999999
484,12.2,16.65,9.15,1018.05,78.0,0.0,14.55,5.4,13.8,17.48
485,15.7,25.0,10.3,1015.7,59.0,0.0,10.4,2.7,11.2,14.475
486,9.2,14.7,5.55,1016.0,74.0,18.03,14.2,5.2,19.4,7.431578947368422
487,12.8,14.2,11.0,1012.75,69.5,0.51,12.55,13.399999999999999,33.4,9.277777777777779
488,16.15,20.0,14.15,1015.9000000000001,76.5,0.0,16.1,8.8,20.3,10.177777777777777
489,16.25,20.799999999999997,12.2,1016.15,69.5,0.0,15.2,6.75,17.6,14.875
490,18.200000000000003,22.8,15.6,1008.8,73.5,0.0,14.15,6.65,17.65,14.068421052631576
491,20.15,25.549999999999997,16.95,1012.65,72.5,0.0,13.6,6.65,17.6,13.53529411764706
492,20.0,25.0,17.25,1012.05,70.5,0.0,15.600000000000001,7.25,14.899999999999999,17.72222222222222
493,17.95,23.0,15.8,1013.35,83.5,0.0,8.05,5.15,15.8,25.78888888888889
494,16.8,19.15,15.3,1014.1,78.0,0.0,9.2,5.2,13.850000000000001,27.03
495,11.850000000000001,15.6,9.75,1014.1500000000001,79.0,0.0,13.2,8.85,21.3,9.311764705882354
496,12.8,17.8,8.05,1016.4,68.0,0.0,15.75,3.4000000000000004,11.2,15.950000000000003
497,16.8,24.7,10.0,1017.5,22.5,0.0,16.1,4.2,14.7,9.35
498,10.399999999999999,15.0,6.7,1017.5,64.0,0.0,16.1,5.0,15.850000000000001,14.580000000000002
499,11.2,13.850000000000001,8.95,1009.5,81.5,62.36,13.15,9.25,30.549999999999997,6.25
500,15.5,18.6,13.0,1017.3,74.5,0.0,15.2,8.15,21.4,7.640000000000002
501,16.15,21.1,12.8,1014.8,74.0,0.0,13.100000000000001,6.85,15.850000000000001,14.835294117647056
502,18.45,23.9,15.6,1009.15,76.0,0.0,12.100000000000001,7.6,18.5,19.922222222222224
503,18.549999999999997,23.35,15.55,1012.45,77.5,0.0,8.35,6.5,15.850000000000001,18.48
504,19.85,24.75,17.1,1013.55,71.0,0.0,14.5,6.85,17.65,15.788888888888888
505,18.3,23.1,16.15,1012.4000000000001,81.5,0.0,8.7,6.15,17.6,25.518750000000004
506,17.1,19.75,15.8,1017.2,75.0,0.0,8.649999999999999,5.2,13.8,26.447058823529417
507,11.3,15.55,7.5,1018.65,85.5,23.875,14.25,3.8000000000000003,13.0,13.21111111111111
508,12.3,17.8,6.65,1015.8499999999999,61.0,0.0,16.0,2.5,9.2,20.055555555555557
509,15.45,23.0,9.5,1016.85,42.5,0.0,15.850000000000001,3.1500000000000004,11.850000000000001,17.27142857142857
510,12.05,14.45,9.15,1020.4,64.5,0.51,15.950000000000001,5.45,15.649999999999999,7.119999999999999
511,13.05,15.850000000000001,8.35,1017.05,73.5,6.6,12.55,11.299999999999999,22.1,5.04375
512,16.35,20.0,12.9,1017.5999999999999,69.5,0.0,16.1,10.35,26.85,8.537500000000001
513,16.9,21.95,13.05,1016.15,62.5,0.0,16.0,7.1499999999999995,19.45,13.825
514,19.1,23.05,16.7,1010.95,73.0,0.0,12.149999999999999,7.3999999999999995,15.8,19.822222222222223
515,21.1,26.4,16.7,1014.45,67.0,0.0,15.850000000000001,6.550000000000001,17.6,12.622222222222224
516,22.1,28.900000000000002,17.75,1009.7,64.5,0.0,16.0,7.05,21.45,12.215789473684213
517,18.299999999999997,21.0,17.1,1014.25,76.0,0.0,14.8,6.0,15.850000000000001,20.8
518,16.549999999999997,18.15,15.2,1017.7,78.0,0.0,12.85,4.55,12.05,19.23
519,13.2,18.6,6.65,1020.3499999999999,71.5,0.0,16.0,5.55,13.0,20.5
520,13.399999999999999,22.2,5.550000000000001,1026.15,26.5,0.0,15.75,2.5,11.2,24.430000000000003
521,15.75,24.7,8.9,1017.8,43.0,0.0,16.0,3.7,11.2,12.400000000000002
522,10.95,14.0,9.0,1009.8,70.0,22.73,12.9,14.600000000000001,27.7,3.652631578947368
523,12.45,15.6,10.0,1016.75,69.0,5.715,16.0,7.800000000000001,20.25,7.21111111111111
524,18.0,23.35,13.600000000000001,1013.8,53.0,0.0,15.850000000000001,11.6,24.1,9.200000000000001
525,17.049999999999997,21.4,13.350000000000001,1015.9000000000001,66.5,0.0,16.0,9.9,19.45,8.649999999999999
526,18.75,23.9,15.5,1010.55,72.5,0.0,15.2,5.95,15.8,13.778947368421056
527,21.75,26.35,18.3,1011.0,66.0,0.0,16.1,5.85,12.95,10.695
528,23.0,30.549999999999997,19.450000000000003,1008.75,62.0,0.0,16.0,5.699999999999999,17.7,13.488888888888889
529,18.6,22.799999999999997,16.05,1013.35,74.5,0.0,14.4,5.0,14.899999999999999,21.35
530,16.55,19.45,13.600000000000001,1016.5,75.0,0.255,15.600000000000001,7.25,14.100000000000001,12.87
531,15.2,25.3,6.1,1023.5,60.5,0.0,14.65,2.4,14.8,13.047058823529412
532,13.5,21.95,6.4,1022.75,36.0,0.0,16.0,4.3500000000000005,15.850000000000001,17.172222222222228
533,17.85,23.7,9.0,1020.55,28.5,0.0,16.1,4.05,12.95,9.19375
534,9.95,13.7,6.3,1013.95,40.0,0.0,16.1,11.9,24.05,9.233333333333334
535,13.45,17.05,11.149999999999999,1016.2,80.0,3.175,13.3,7.3999999999999995,20.35,5.01
536,19.1,26.9,13.850000000000001,1013.7,46.0,0.0,16.0,7.25,20.55,10.094444444444441
537,17.45,22.25,13.9,1014.95,64.0,0.0,16.0,7.4,20.4,9.713333333333335
538,20.1,25.3,15.850000000000001,1009.25,70.5,0.0,14.95,6.65,14.100000000000001,16.2125
539,20.8,25.549999999999997,18.6,1011.45,68.5,0.0,15.9,7.9,16.65,13.533333333333331
540,23.6,30.85,19.75,1010.0999999999999,61.0,0.0,16.1,5.8,16.75,13.511111111111113
541,19.95,25.8,16.1,1012.5999999999999,74.5,0.0,13.35,6.05,19.45,18.18888888888889
542,16.4,23.6,10.55,1015.8,57.5,0.0,15.850000000000001,3.9000000000000004,13.850000000000001,11.452941176470588
543,18.1,27.5,9.149999999999999,1023.9,32.0,0.0,16.0,5.1,12.95,8.844444444444443
544,12.25,20.3,5.85,1022.75,56.0,0.0,15.15,2.7,10.95,26.49
545,12.6,17.9,7.65,1018.95,70.5,0.0,15.75,6.4,21.45,9.47777777777778
546,18.299999999999997,20.85,17.2,1016.35,66.0,0.0,16.1,3.5,13.0,9.200000000000001
547,15.75,21.4,11.649999999999999,1016.15,61.5,0.0,16.0,7.75,22.3,8.24
548,20.0,25.3,17.5,1013.0,74.0,0.0,16.1,9.2,21.2,12.855555555555558
549,18.8,23.9,15.6,1008.9000000000001,73.0,0.0,14.65,6.0,15.8,14.510526315789473
550,16.3,23.35,11.399999999999999,1015.3,77.0,0.0,9.8,4.25,11.850000000000001,24.58888888888889
551,11.75,19.75,6.85,1016.4000000000001,80.5,0.125,4.5,2.9000000000000004,10.95,38.14
730,14.3,27.5,7.25,1019.45,59.0,0.0,8.75,3.8000000000000003,14.100000000000001,20.266666666666666
731,13.25,18.299999999999997,9.45,1020.25,74.0,0.0,13.3,6.1,20.4,24.23
732,12.85,16.7,8.05,1021.3,71.5,0.0,15.950000000000001,9.45,18.5,5.7333333333333325
733,13.350000000000001,20.0,8.9,1016.1,60.5,2.035,15.350000000000001,13.7,33.55,4.720000000000001
734,15.350000000000001,18.05,13.9,1013.7,85.5,0.0,12.95,7.5,12.95,8.799999999999999
735,18.35,23.6,15.6,1010.35,76.5,0.0,12.4,5.65,15.0,20.12727272727273
736,19.4,23.35,16.4,1011.5999999999999,73.5,0.0,15.700000000000001,6.5,14.75,10.97777777777778
737,20.05,24.15,16.85,1016.35,76.5,0.0,13.0,7.3,15.8,11.864999999999998
738,22.35,28.35,17.75,1012.2,61.0,0.0,15.850000000000001,6.05,18.6,10.58888888888889
739,23.799999999999997,31.1,18.45,1012.25,61.5,0.0,14.399999999999999,5.9,17.6,12.655555555555557
740,16.25,19.75,13.45,1015.7,76.5,0.0,12.149999999999999,4.45,15.8,24.630000000000003
741,16.95,19.15,15.3,1020.35,90.0,12.32,14.9,3.6,12.05,6.49090909090909
742,14.0,26.65,7.65,1021.45,75.0,0.0,9.55,4.9,14.100000000000001,11.09
743,13.15,18.049999999999997,8.95,1016.85,77.5,0.0,9.5,6.15,17.6,24.288888888888888
744,13.85,21.4,8.05,1019.5,53.0,0.0,16.1,6.5,15.0,8.08
745,16.700000000000003,24.450000000000003,10.0,1015.85,33.0,0.0,16.1,11.7,26.85,6.240000000000001
746,15.55,18.3,13.95,1013.15,79.5,0.125,15.4,5.449999999999999,12.95,7.490909090909091
747,18.35,22.75,16.1,1011.05,75.5,0.0,12.25,6.45,16.65,15.395652173913048
748,19.65,23.9,16.7,1010.75,74.5,0.0,15.7,6.85,15.8,10.011111111111113
749,19.85,25.0,16.4,1014.8,75.0,0.0,14.3,7.4,15.8,13.389999999999997
750,21.6,28.1,16.65,1012.55,60.0,0.0,16.1,5.3,17.65,10.5
751,24.75,31.65,19.75,1009.65,56.5,0.0,15.950000000000001,5.85,15.850000000000001,13.71111111111111
752,16.75,20.85,13.9,1014.95,72.5,0.0,12.649999999999999,5.95,14.100000000000001,18.08888888888889
753,16.950000000000003,18.6,15.3,1019.5,87.5,0.76,14.45,5.449999999999999,12.95,4.525
754,16.700000000000003,25.25,9.7,1021.65,44.5,0.0,16.1,3.7,13.0,13.9
755,12.8,15.0,10.55,1014.1,78.0,0.0,13.75,4.1000000000000005,14.7,9.908695652173913
756,16.2,23.85,9.15,1023.3,24.5,0.0,16.1,4.35,15.0,7.6
757,16.8,23.9,10.85,1014.15,44.5,0.0,16.0,6.3,21.400000000000002,8.415
758,16.0,19.15,14.15,1015.5999999999999,72.5,0.0,15.950000000000001,9.9,18.55,7.995
759,18.7,22.200000000000003,16.7,1011.5999999999999,71.0,0.0,16.1,6.0,15.0,11.990909090909092
760,19.049999999999997,23.299999999999997,16.85,1011.85,75.5,0.0,16.0,6.95,16.75,13.124999999999998
761,20.1,24.200000000000003,16.95,1012.4000000000001,74.0,0.0,15.45,7.3500000000000005,15.850000000000001,13.799999999999997
762,21.15,27.2,17.5,1012.9000000000001,68.5,0.0,15.5,6.85,17.65,15.775
763,22.200000000000003,29.4,18.9,1011.6,73.5,0.0,12.8,4.0,13.8,15.582352941176469
764,17.0,22.8,12.75,1015.55,76.0,0.0,11.25,4.1000000000000005,13.0,21.60909090909091
765,17.200000000000003,19.95,15.850000000000001,1019.8,90.0,5.08,10.2,7.75,14.7,5.2727272727272725
766,13.0,17.200000000000003,9.0,1015.25,81.0,0.0,8.7,4.5,14.100000000000001,23.78421052631579
767,15.6,20.85,11.4,1012.8,55.0,0.0,15.850000000000001,6.6,15.8,11.209090909090909
768,12.5,16.95,9.45,1013.2,23.0,0.0,16.0,13.149999999999999,27.7,4.472222222222223
769,18.5,28.35,11.95,1016.1,22.0,0.0,16.0,5.9,17.7,10.077777777777778
770,17.55,22.25,14.7,1014.4000000000001,74.0,0.0,12.399999999999999,6.85,19.4,17.990000000000002
771,19.6,25.0,15.55,1009.95,63.0,0.0,15.700000000000001,6.65,15.850000000000001,14.066666666666665
772,17.25,19.75,15.8,1014.85,81.0,0.0,16.1,10.25,16.75,12.566666666666665
773,23.45,30.549999999999997,18.6,1012.45,65.5,0.0,15.850000000000001,5.3,17.65,13.8125
774,22.4,24.700000000000003,21.1,1013.65,65.0,0.0,16.1,7.6499999999999995,14.899999999999999,11.38888888888889
775,21.25,25.549999999999997,16.95,1012.2,74.0,0.0,15.850000000000001,4.7,16.75,13.16
776,18.3,25.299999999999997,16.4,1016.75,78.5,0.0,9.5,4.5,12.95,30.518181818181816
777,14.45,18.35,11.3,1013.25,87.5,0.0,4.3,3.4,11.850000000000001,34.42999999999999
778,12.8,20.3,6.7,1018.45,61.5,0.0,10.05,3.3000000000000003,13.0,16.19090909090909
779,15.75,23.35,10.55,1016.1500000000001,52.0,0.505,16.1,6.199999999999999,15.850000000000001,9.6
780,12.649999999999999,21.95,5.85,1021.9,37.5,0.0,16.1,6.8,22.3,9.360000000000001
781,17.049999999999997,27.5,10.0,1016.45,39.0,0.0,16.1,6.1000000000000005,19.45,14.155555555555555
782,16.799999999999997,20.25,14.2,1012.2,79.0,0.0,9.1,6.25,17.6,17.229999999999997
783,19.549999999999997,24.15,15.850000000000001,1010.5999999999999,67.5,0.0,15.100000000000001,8.05,19.45,13.966666666666667
784,17.5,22.2,13.9,1015.2,75.5,0.0,12.149999999999999,8.55,16.75,9.934999999999999
785,23.75,30.0,20.0,1011.5,62.5,0.0,16.1,5.300000000000001,17.6,16.75
786,22.95,28.05,19.7,1013.0999999999999,65.5,0.0,16.1,7.1499999999999995,20.25,13.51
787,20.049999999999997,24.45,16.95,1013.4,76.5,0.0,15.2,6.4,15.850000000000001,13.029999999999998
788,16.8,19.45,15.55,1014.7,78.0,0.0,14.0,6.8,13.850000000000001,10.827777777777778
789,14.350000000000001,19.15,10.85,1013.7,87.0,0.0,3.45,2.6999999999999997,12.100000000000001,37.61764705882352
790,15.15,23.6,8.05,1020.9,29.5,0.0,16.1,2.5999999999999996,14.899999999999999,11.827272727272726
791,17.75,26.15,10.85,1020.25,40.5,0.0,16.1,3.7,14.7,7.469565217391303
792,17.35,27.8,7.5,1022.7,22.0,0.0,15.950000000000001,6.0,18.5,8.190000000000001
793,14.4,18.35,12.25,1016.2,60.0,0.0,16.1,5.55,11.2,12.74736842105263
794,18.15,24.2,14.15,1011.25,74.5,0.0,13.3,5.35,15.8,15.633333333333336
795,18.35,23.05,16.1,1010.2,71.5,0.0,15.45,6.65,18.55,16.01
796,19.05,25.0,14.45,1013.5,72.5,0.0,15.45,6.949999999999999,16.75,11.922222222222222
797,23.1,29.450000000000003,19.7,1011.4,63.5,0.0,16.1,6.85,15.850000000000001,17.46
798,23.6,29.450000000000003,20.3,1010.9000000000001,65.0,0.0,15.850000000000001,5.95,14.899999999999999,14.066666666666668
799,19.6,23.85,16.3,1014.25,73.0,0.0,15.950000000000001,6.95,15.8,9.13888888888889
800,15.6,18.3,13.05,1012.0999999999999,60.5,0.505,16.1,15.65,32.4,4.59090909090909
801,15.25,19.45,12.25,1015.4,79.5,0.0,4.8,4.8,12.05,48.554545454545455
802,15.85,25.25,8.05,1018.45,24.0,0.0,16.1,4.05,10.3,9.094444444444445
803,12.8,15.55,10.3,1015.5,75.5,0.0,15.350000000000001,6.4,26.75,8.275
804,13.1,16.4,11.35,1017.6,71.0,0.0,14.350000000000001,6.7,16.75,12.552941176470584
805,13.15,16.1,10.3,1015.3,79.5,0.0,14.15,11.549999999999999,28.8,4.640000000000001
806,15.8,20.0,13.9,1017.85,79.5,0.0,13.5,7.95,18.6,15.3
807,18.05,21.950000000000003,16.1,1011.5,77.0,0.0,12.7,7.1,16.65,18.150000000000002
808,21.6,26.9,18.049999999999997,1010.9000000000001,73.5,0.125,14.15,5.1000000000000005,16.75,19.866666666666664
809,23.9,29.450000000000003,20.6,1008.65,67.5,0.0,15.950000000000001,7.199999999999999,17.6,11.889999999999999
810,21.55,26.1,18.85,1015.1500000000001,80.5,0.0,9.8,8.05,21.45,14.06666666666667
811,18.25,23.6,13.600000000000001,1020.4000000000001,65.0,0.0,16.1,6.699999999999999,19.45,10.56
812,17.2,27.799999999999997,10.25,1019.05,22.0,0.0,16.1,5.45,14.100000000000001,9.3
813,14.3,16.4,12.6,1009.4000000000001,72.5,1.9049999999999998,15.950000000000001,5.65,13.0,4.590000000000001
814,15.350000000000001,25.25,8.850000000000001,1020.3499999999999,18.0,0.0,16.1,4.35,14.100000000000001,18.258333333333333
815,11.25,15.850000000000001,6.95,1014.0,58.0,0.125,16.1,10.1,30.55,10.07272727272727
816,12.9,17.799999999999997,9.7,1019.05,74.5,0.0,14.9,8.9,19.45,10.620000000000001
817,11.399999999999999,16.15,6.95,1010.9,62.0,11.815,16.0,15.55,33.25,6.181818181818182
818,17.0,22.75,13.350000000000001,1016.3,72.0,0.0,13.85,7.95,21.45,12.08181818181818
819,18.3,21.700000000000003,16.1,1009.85,73.0,0.0,15.45,8.25,17.65,11.677272727272726
820,19.85,25.549999999999997,16.35,1012.4000000000001,77.0,0.0,12.1,6.1,16.75,14.910526315789474
821,23.35,28.9,20.3,1008.9000000000001,68.0,0.0,16.1,6.85,18.5,11.81
822,24.6,33.05,18.85,1013.9000000000001,61.0,0.0,16.0,5.45,20.35,12.209999999999997
823,19.9,28.9,15.0,1017.1500000000001,65.5,0.0,16.0,4.25,15.649999999999999,10.18
824,18.35,26.7,11.399999999999999,1016.55,24.0,0.0,16.1,5.3,15.0,12.600000000000001
825,11.149999999999999,15.3,6.4,1009.6500000000001,62.0,0.38,16.1,6.5,17.65,7.406666666666667
826,12.899999999999999,19.45,8.6,1019.6,46.5,0.0,16.1,3.5,12.100000000000001,18.954545454545453
827,11.15,15.0,7.8,1017.25,62.5,0.0,15.7,6.8999999999999995,22.35,8.0
828,12.9,17.25,10.85,1020.3,81.5,0.0,13.600000000000001,7.5,17.7,14.145454545454545
829,13.4,18.049999999999997,9.2,1019.3499999999999,67.0,0.0,16.1,9.0,27.7,8.228571428571431
830,17.4,21.950000000000003,13.05,1013.7,68.0,0.0,16.1,7.3,18.5,10.947619047619046
831,18.35,21.950000000000003,16.4,1010.2,72.5,0.0,16.0,7.7,15.8,11.950000000000003
832,19.5,23.6,17.4,1013.2,72.5,0.0,14.65,6.8999999999999995,12.95,14.244444444444444
833,21.700000000000003,27.25,18.6,1009.25,73.0,0.0,15.2,7.75,17.65,12.67
834,28.35,37.8,21.1,1013.65,36.0,0.0,15.6,5.2,16.65,10.64705882352941
835,25.4,31.7,18.9,1012.8,36.5,0.0,16.1,6.1,15.850000000000001,9.48125
836,15.850000000000001,23.05,11.85,1017.45,66.5,0.0,9.95,3.9,12.100000000000001,19.729999999999997
837,11.149999999999999,15.85,7.75,1015.9,61.5,1.775,16.1,7.5,17.65,7.089999999999999
838,11.45,17.25,6.15,1020.75,68.0,0.0,14.399999999999999,3.7,10.95,22.322222222222226
839,12.5,15.850000000000001,8.600000000000001,1016.95,72.0,0.0,16.1,5.05,19.45,13.463636363636367
840,10.55,14.75,7.2,1013.3499999999999,50.5,0.25,16.1,12.799999999999999,37.05,6.1722222222222225
841,16.3,21.1,13.05,1014.05,74.5,0.0,11.75,5.95,13.850000000000001,15.330000000000002
842,17.65,21.4,15.3,1012.45,70.5,0.0,13.149999999999999,6.35,17.6,17.31
843,17.9,21.950000000000003,15.6,1011.9000000000001,76.0,0.0,15.850000000000001,9.05,18.5,12.754545454545452
844,23.2,31.65,17.799999999999997,1012.35,58.5,0.0,16.1,7.45,15.8,9.233333333333333
845,24.8,30.849999999999998,21.4,1010.45,59.0,0.0,16.1,6.95,19.450000000000003,11.2
846,21.35,26.65,17.5,1014.05,66.5,0.0,15.950000000000001,6.55,16.75,13.3625
847,20.75,26.65,18.05,1014.8499999999999,80.0,0.0,16.1,6.65,16.75,11.150000000000002
848,15.9,20.25,12.5,1022.05,77.0,0.0,16.0,5.75,14.899999999999999,8.82
849,12.95,16.4,10.3,1018.95,24.0,7.109999999999999,16.1,10.55,25.9,6.8090909090909095
850,12.3,16.7,8.6,1018.45,74.0,0.0,13.85,5.0,10.100000000000001,23.79090909090909
851,12.05,16.15,8.9,1018.6,72.5,0.0,15.600000000000001,4.5,14.100000000000001,15.272727272727273
852,12.05,18.6,7.5,1018.25,55.5,0.0,16.1,5.85,16.75,12.06
853,16.9,22.799999999999997,13.600000000000001,1013.9000000000001,78.0,0.0,9.6,5.1000000000000005,15.8,21.736363636363638
854,17.799999999999997,22.25,14.5,1012.5999999999999,76.0,0.0,10.5,6.5,17.65,19.58888888888889
855,18.0,21.700000000000003,16.05,1010.35,74.0,0.0,14.3,7.5,18.55,14.01904761904762
856,23.0,30.0,19.45,1013.9000000000001,62.5,0.0,16.1,6.3,17.6,10.281249999999998
857,24.4,30.25,21.1,1010.7,63.5,0.0,15.6,6.1,19.45,13.400000000000002
858,22.549999999999997,28.65,18.3,1012.75,64.5,0.0,15.3,5.300000000000001,16.75,16.12222222222222
859,19.799999999999997,22.4,18.15,1011.7,79.5,0.0,13.8,5.7,13.850000000000001,9.49
860,15.5,20.549999999999997,11.6,1020.65,76.0,0.0,16.0,4.65,16.75,10.35625
861,11.8,19.7,6.1,1022.8,23.5,0.0,16.1,6.5,15.0,6.899999999999999
862,13.85,16.65,10.55,1017.1500000000001,79.5,2.035,11.15,10.700000000000001,32.4,10.82
863,13.350000000000001,22.75,7.5,1019.55,60.0,0.0,15.200000000000001,5.5,16.65,9.71818181818182
864,14.45,21.65,8.6,1018.45,56.0,0.0,15.950000000000001,5.8500000000000005,17.6,12.28
865,16.15,20.85,13.65,1013.55,83.5,0.0,5.15,5.25,15.8,24.417391304347824
866,17.799999999999997,22.8,14.7,1013.2,78.0,0.0,10.5,6.300000000000001,17.6,16.699999999999996
867,18.1,21.4,16.0,1011.7,76.5,0.0,14.4,8.5,16.75,16.736363636363635
868,21.0,26.35,17.5,1013.55,71.0,0.0,15.700000000000001,7.1,18.5,14.16
869,23.45,29.15,20.85,1011.5,72.0,0.0,15.45,6.2,16.75,14.711111111111112
870,22.95,29.75,19.15,1011.75,67.5,0.0,14.25,6.75,17.6,15.953333333333331
871,19.65,22.8,17.9,1011.2,75.5,0.125,16.1,6.1,15.8,4.1187499999999995
872,15.1,19.450000000000003,10.8,1017.8,82.0,0.0,11.05,4.55,11.2,18.250000000000004
873,12.100000000000001,19.45,6.7,1018.7,31.0,0.0,16.1,5.55,14.100000000000001,13.780000000000001
874,16.0,26.1,8.9,1022.15,47.5,0.0,16.1,2.8,18.3,8.811111111111112
875,13.35,17.8,11.7,1019.55,78.0,0.0,11.75,6.4,17.6,24.366666666666667
876,12.3,15.6,9.5,1012.8499999999999,78.5,0.0,13.3,11.8,29.45,5.216666666666667
877,18.05,27.75,14.4,1013.5999999999999,67.0,0.0,16.1,7.15,24.05,8.354545454545455
878,17.6,21.05,16.35,1006.25,69.0,0.0,15.7,11.75,22.35,8.863636363636362
879,18.6,23.9,14.4,1014.95,63.5,0.0,16.1,7.6,20.55,6.83
880,18.55,23.35,15.6,1015.15,73.0,0.0,15.600000000000001,8.8,18.6,13.112499999999997
881,20.549999999999997,24.7,18.9,1011.3,75.5,0.0,15.15,7.3,17.6,9.126666666666667
882,19.65,25.85,16.4,1012.25,76.0,0.0,14.55,6.1,15.0,13.999999999999998
883,21.0,28.299999999999997,15.3,1016.45,30.5,0.0,16.1,15.15,25.0,7.49
884,15.65,21.4,11.399999999999999,1013.45,82.0,0.0,10.3,5.0,12.95,18.839999999999996
885,12.55,16.7,8.850000000000001,1017.8499999999999,71.0,15.24,14.25,4.65,10.95,25.41
886,17.55,26.1,10.0,1018.85,49.0,0.0,16.1,3.5500000000000003,13.0,9.5
887,12.55,16.950000000000003,10.0,1014.1,78.0,0.0,11.0,3.9,16.65,20.063636363636366
888,11.25,16.4,8.600000000000001,1016.5,79.5,26.16,14.0,9.45,18.55,4.659999999999999
889,16.299999999999997,19.45,13.95,1013.3,81.5,9.780000000000001,14.05,9.15,25.0,3.9909090909090907
890,15.350000000000001,18.85,12.4,1011.9,59.5,0.125,16.1,12.149999999999999,29.75,6.809090909090909
891,19.05,24.45,14.4,1012.35,62.0,0.0,16.0,7.55,23.05,7.66190476190476
892,18.55,22.75,15.6,1015.0,72.0,0.0,15.950000000000001,8.9,19.45,10.522222222222224
893,20.45,24.700000000000003,17.8,1012.45,70.0,0.0,15.75,8.25,20.35,10.62
894,19.549999999999997,23.9,16.95,1011.25,76.0,0.0,13.600000000000001,5.95,16.75,17.1
895,22.35,30.3,15.25,1014.4000000000001,27.0,0.0,16.1,5.65,24.05,7.809090909090909
896,15.7,19.15,13.1,1015.75,77.0,0.0,9.899999999999999,5.65,15.8,24.637500000000006
897,12.65,16.95,9.5,1014.9,75.5,3.4299999999999997,12.4,7.050000000000001,24.05,12.35333333333333
898,16.9,25.3,11.399999999999999,1015.75,61.5,0.0,15.950000000000001,4.0,13.850000000000001,9.390909090909089
899,12.8,15.25,10.0,1011.8499999999999,67.0,0.0,15.65,10.0,24.1,7.213636363636365
900,12.65,16.95,8.600000000000001,1018.65,69.0,2.16,16.1,6.4,22.3,7.18
901,16.0,20.549999999999997,12.5,1017.4000000000001,71.5,3.3049999999999997,16.1,7.4,17.65,7.286363636363634
902,16.15,20.799999999999997,12.5,1016.5999999999999,66.5,0.0,16.1,9.05,17.65,8.708695652173914
903,19.9,25.3,14.7,1010.25,62.5,0.0,16.1,6.9,18.55,10.763636363636364
